CASE;QUESTNNR;MODE;SD01;SD02;SD03_01;SD06;SD07;SD08;SD09;CM01;CM02;CM03;CM04;CM05;CM06;CM07;CM08;CM09;CM10;CM11;CM12;CM13;CM14;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME_SUM;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME;type
1852;TCM-Survey;interview;2;1;34;7;1;12;1;1;1;7;2;1;8;9;7;1;2;1;1;1;2;34;22;23;26;17;27;28;177;1;0;7;7;0;0;1,16;16;2
1856;TCM-Survey;interview;1;2;72;7;1;12;2;1;1;2;5;5;5;2;2;2;2;1;1;1;2;17;11;38;50;17;25;43;201;1;0;7;7;0;0;1;2;2
1858;TCM-Survey;interview;2;1;18;4;6;1;2;1;2;1;5;4;3;1;1;2;2;1;1;2;1;20;7;43;30;16;30;55;201;1;0;7;7;0;0;1,09;9;2
1861;TCM-Survey;interview;2;1;31;4;1;7;2;1;1;5;1;1;5;1;7;1;1;5;5;1;2;19;9;39;107;21;23;81;299;1;0;7;7;0;0;0,85;1;2
1862;TCM-Survey;interview;2;1;21;4;6;3;1;1;2;1;3;2;4;2;2;1;2;1;2;2;1;10;5;21;33;11;18;31;129;1;0;7;7;0;0;1,64;32;2
1865;TCM-Survey;interview;2;1;34;6;1;7;2;1;2;1;2;1;5;1;1;1;2;1;1;2;1;11;10;36;45;16;22;35;175;1;0;7;7;0;0;1,18;9;2
1866;TCM-Survey;interview;2;1;31;8;1;8;2;1;1;1;5;5;5;1;1;2;2;1;1;1;1;13;7;23;26;12;17;20;118;1;0;7;7;0;0;1,65;32;2
1867;TCM-Survey;interview;2;1;56;7;3;7;2;1;1;2;3;3;4;3;2;2;2;2;1;1;2;148;7;30;49;19;31;36;188;1;0;7;7;0;0;0,98;7;2
1868;TCM-Survey;interview;2;1;37;3;1;5;2;1;1;1;2;1;3;1;1;1;1;4;5;1;1;37;6;30;35;18;20;39;185;1;0;7;7;0;0;1,18;13;2
1870;TCM-Survey;interview;3;1;55;4;1;12;2;1;1;5;1;1;3;6;6;1;1;4;4;1;2;26;17;72;305;41;52;137;394;1;0;7;7;0;0;0,45;0;2
1871;TCM-Survey;interview;2;1;56;6;4;1;1;1;1;2;5;5;7;1;1;2;2;1;1;2;1;12;11;28;40;14;27;42;174;1;0;7;7;4;3;1,17;10;2
1873;TCM-Survey;interview;2;1;40;7;1;7;2;1;1;5;2;1;7;7;3;2;2;1;2;1;5;9;7;22;34;14;24;33;143;1;0;7;7;0;0;1,45;22;2
1875;TCM-Survey;interview;2;2;25;7;1;7;2;1;2;1;7;7;7;1;1;1;2;1;4;2;1;6;4;35;36;17;21;32;151;1;0;7;7;0;0;1,62;31;2
1876;TCM-Survey;interview;2;1;65;8;3;8;1;1;2;1;5;5;1;1;1;2;2;1;1;2;1;10;12;36;32;17;24;76;207;1;0;7;7;0;0;1,11;10;2
1877;TCM-Survey;interview;3;1;23;4;6;3;2;1;2;1;2;2;4;1;1;2;2;1;1;2;1;13;6;28;26;14;20;24;131;1;0;7;7;4;3;1,52;26;2
1878;TCM-Survey;interview;2;1;47;6;5;1;2;1;1;2;1;1;3;4;5;2;1;5;5;1;2;22;8;37;254;32;27;112;492;1;0;7;7;0;0;0,73;2;2
1879;TCM-Survey;interview;2;1;37;4;4;5;2;2;2;1;7;6;2;1;1;1;2;5;5;2;1;15;7;34;29;17;37;47;186;1;0;7;7;4;3;1,15;10;2
1886;TCM-Survey;interview;5;2;68;5;3;5;2;1;2;1;2;2;2;1;1;1;2;5;5;1;1;59;15;125;98;46;60;321;449;1;0;7;7;0;0;0,39;0;2
1887;TCM-Survey;interview;2;2;19;2;2;1;2;2;2;1;5;5;2;1;1;2;2;1;1;2;1;25;12;226;74;23;25;53;248;1;0;7;7;0;0;0,72;0;2
1888;TCM-Survey;interview;2;1;54;7;1;9;2;1;2;1;4;3;7;1;1;1;1;1;2;1;2;21;11;52;33;60;30;40;247;1;0;7;7;4;4;0,88;5;2
1890;TCM-Survey;interview;2;1;42;7;1;12;2;1;2;1;4;4;5;1;1;2;1;1;1;2;1;14;5;31;42;10;13;44;159;1;0;7;7;4;4;1,49;25;2
1891;TCM-Survey;interview;2;2;52;3;1;6;2;1;2;1;1;1;2;1;1;-9;1;5;5;2;1;7;15;32;37;24;26;47;188;1;0;7;7;4;4;1,17;12;2
1893;TCM-Survey;interview;2;1;61;4;3;5;1;1;1;2;1;1;4;3;4;1;1;3;5;1;1;4;4;24;50;20;22;28;152;1;0;7;7;0;0;1,68;41;2
1895;TCM-Survey;interview;2;1;53;5;1;6;2;1;1;2;3;2;5;3;4;2;2;1;2;1;2;8;10;23;40;11;28;41;161;1;0;7;7;0;0;1,37;20;2
1897;TCM-Survey;interview;2;1;22;6;6;4;2;1;2;1;5;4;2;1;1;1;1;1;1;2;1;21;6;45;36;13;17;20;158;1;0;7;7;0;0;1,41;24;2
1898;TCM-Survey;interview;2;1;26;5;1;6;2;1;1;2;2;1;6;2;2;1;1;5;5;2;1;6;13;28;41;21;23;60;192;1;0;7;7;0;0;1,25;16;2
1900;TCM-Survey;interview;2;1;21;4;6;1;2;1;2;1;5;2;5;1;1;1;2;1;1;2;1;6;8;22;37;9;15;23;120;1;0;7;7;0;0;1,82;41;2
1901;TCM-Survey;interview;2;1;57;6;1;12;1;1;1;3;2;1;6;3;2;1;2;1;1;1;2;203;5;30;84;11;18;32;196;1;0;7;7;0;0;1,22;20;2
1904;TCM-Survey;interview;3;2;67;7;1;8;2;1;2;1;5;4;1;1;1;2;2;1;1;2;1;5;13;58;32;21;34;91;254;1;0;7;7;0;0;1,16;20;2
1905;TCM-Survey;interview;2;1;42;5;1;5;2;1;1;3;2;2;6;3;2;1;1;5;5;1;2;4;7;29;52;17;27;53;189;1;0;7;7;0;0;1,37;27;2
1906;TCM-Survey;interview;2;2;28;7;1;5;2;1;2;1;4;5;3;1;1;2;2;1;1;2;1;12;44;39;29;18;27;39;208;1;0;7;7;4;4;1,06;9;2
1909;TCM-Survey;interview;2;1;55;8;1;12;2;1;2;1;1;4;7;1;1;2;2;1;1;2;1;25;6;25;22;12;18;30;138;1;0;7;7;0;0;1,51;28;2
1910;TCM-Survey;interview;2;1;28;4;1;6;1;1;1;2;7;1;6;5;5;1;1;3;3;2;1;20;8;39;55;20;16;39;197;1;0;7;7;0;0;1,09;7;2
1911;TCM-Survey;interview;2;1;24;4;6;3;2;1;1;5;2;2;5;3;4;1;1;4;4;2;1;8;5;26;62;18;16;30;165;1;0;7;7;0;0;1,48;26;2
1914;TCM-Survey;interview;2;1;60;7;1;8;2;1;1;2;3;1;4;2;2;2;2;1;1;1;1;16;21;32;61;14;34;26;204;1;0;7;7;4;3;1,05;9;2
1915;TCM-Survey;interview;2;1;21;4;6;3;1;1;1;1;5;5;4;1;1;1;2;1;1;2;1;6;6;27;24;10;14;30;117;1;0;7;7;0;0;1,86;43;2
1916;TCM-Survey;interview;5;1;35;7;1;11;2;1;1;5;1;1;4;4;6;2;2;1;3;2;1;22;34;27;55;27;27;32;224;1;0;7;7;4;4;0,91;6;2
1917;TCM-Survey;interview;2;1;38;6;1;7;2;1;1;1;3;1;4;1;1;2;2;1;1;2;1;7;6;20;22;10;13;36;114;1;0;7;7;0;0;1,88;44;2
1918;TCM-Survey;interview;1;1;87;6;3;12;1;1;1;2;2;2;3;3;2;1;2;1;1;1;2;31;26;87;100;36;65;71;416;1;0;7;7;0;0;0,48;0;2
1925;TCM-Survey;interview;2;2;65;8;3;10;1;1;2;1;3;2;4;1;1;2;2;1;2;2;1;26;11;62;46;28;51;62;286;1;0;7;7;0;0;0,73;0;2
1926;TCM-Survey;interview;2;1;53;5;1;7;1;1;1;4;1;1;7;6;5;2;2;3;3;1;5;21;13;33;63;30;29;54;243;1;0;7;7;0;0;0,83;1;2
1930;TCM-Survey;interview;2;1;39;3;1;5;1;1;2;1;7;1;4;1;1;1;1;2;3;2;1;4;10;44;46;57;28;49;238;1;0;7;7;0;0;1,15;22;2
1931;TCM-Survey;interview;2;1;38;6;5;12;1;1;2;1;5;5;2;1;1;2;2;1;1;2;1;16;9;27;36;21;22;72;203;1;0;7;7;4;4;1,08;7;2
1936;TCM-Survey;interview;2;1;58;3;1;12;2;1;1;7;1;1;8;9;7;1;1;4;4;1;1;4;5;25;54;20;25;40;173;1;0;7;7;0;0;1,5;33;2
1937;TCM-Survey;interview;2;2;72;4;3;6;1;1;1;5;2;1;3;3;2;2;2;4;4;1;4;3026;14;41;47;22;31;66;237;1;0;7;7;0;0;0,72;0;2
1938;TCM-Survey;interview;2;1;29;6;2;5;1;1;2;1;2;1;1;1;1;1;1;5;5;2;1;3;6;28;22;14;18;37;128;1;0;7;7;0;0;1,75;54;2
1939;TCM-Survey;interview;2;1;37;4;1;7;1;1;1;1;3;2;7;1;2;1;1;1;1;1;1;10;10;38;32;14;20;44;168;1;0;7;7;0;0;1,26;13;2
1941;TCM-Survey;interview;2;2;30;6;1;7;2;1;2;1;5;5;1;1;1;2;2;1;1;2;1;7;9;40;29;20;28;29;162;1;0;7;7;0;0;1,35;19;2
1942;TCM-Survey;interview;2;1;49;4;1;7;2;1;1;5;1;1;7;6;5;1;1;5;5;1;3;19;11;40;51;22;32;86;261;1;0;7;7;0;0;0,83;0;2
1944;TCM-Survey;interview;2;1;23;4;6;3;2;1;2;1;4;2;2;1;1;1;2;1;2;2;1;14;7;23;20;11;14;40;129;1;0;7;7;0;0;1,62;31;2
1945;TCM-Survey;interview;5;1;39;7;5;12;1;1;1;3;1;1;7;4;7;1;2;1;2;1;3;14;13;62;172;81;35;55;432;1;0;7;7;4;4;0,65;1;2
1947;TCM-Survey;interview;2;1;21;4;6;1;1;1;1;5;2;3;5;5;5;1;2;3;3;1;5;9;9;33;41;18;21;41;172;1;0;7;7;0;0;1,23;11;2
1948;TCM-Survey;interview;2;1;21;5;6;3;1;1;1;1;4;4;3;1;1;1;2;1;1;1;1;15;15;41;39;17;37;45;209;1;0;7;7;0;0;0,96;4;2
1949;TCM-Survey;interview;2;1;23;4;6;1;1;1;2;1;4;2;6;1;1;1;2;1;3;2;1;12;8;48;55;13;31;97;264;1;0;7;7;0;0;1,01;8;2
1950;TCM-Survey;interview;2;1;39;6;1;10;2;1;1;4;2;1;7;4;2;1;1;1;1;1;5;9;8;41;30;22;26;45;181;1;0;7;7;0;0;1,2;12;2
1951;TCM-Survey;interview;2;1;36;6;1;7;2;1;1;3;1;1;8;5;2;2;2;1;2;1;2;25;7;22;89;19;20;21;203;1;0;7;7;0;0;1,25;18;2
1952;TCM-Survey;interview;2;1;43;4;1;8;1;1;1;5;1;1;2;2;2;2;1;4;5;1;2;15;9;33;63;30;28;70;248;1;0;7;7;0;0;0,89;2;2
1954;TCM-Survey;interview;2;1;27;7;1;7;2;1;1;3;2;1;5;4;7;1;2;1;1;2;1;29;6;68;72;14;23;337;258;1;0;7;7;4;4;0,87;8;2
1958;TCM-Survey;interview;3;1;34;7;1;4;1;1;1;5;3;2;5;4;5;1;1;3;3;1;3;23;10;56;69;36;25;81;300;1;0;7;7;0;0;0,74;0;2
1959;TCM-Survey;interview;5;2;41;-9;1;-9;2;1;1;1;1;1;1;1;1;1;1;5;5;1;1;10;10;29;22;13;21;15;120;1;0;7;7;12;12;1,69;35;2
1960;TCM-Survey;interview;5;1;46;3;1;6;2;1;2;1;5;5;5;1;1;2;2;1;1;1;1;5;6;26;21;15;28;29;130;1;0;7;7;0;0;1,74;39;2
1961;TCM-Survey;interview;2;1;43;6;1;7;2;1;4;7;2;1;5;9;7;1;2;1;3;2;1;11;8;44;55;21;21;45;205;1;0;7;7;0;0;1,08;7;2
1962;TCM-Survey;interview;2;1;50;5;1;12;2;1;1;3;1;1;6;4;2;1;1;1;2;2;1;15;14;46;77;27;38;37;254;1;0;7;7;0;0;0,83;2;2
1964;TCM-Survey;interview;2;1;35;7;4;1;1;1;1;2;2;3;5;2;2;1;1;5;5;1;1;12;7;30;32;23;23;81;208;1;0;7;7;0;0;1,15;11;2
1965;TCM-Survey;interview;2;1;22;4;6;2;1;1;1;2;4;4;4;2;2;2;2;1;3;1;2;7;6;45;65;13;16;31;183;1;0;7;7;0;0;1,44;25;2
1967;TCM-Survey;interview;2;1;55;5;1;7;1;1;1;2;2;1;7;4;2;1;1;1;1;2;1;24;19;41;82;20;24;106;316;1;0;7;7;0;0;0,73;0;2
1970;TCM-Survey;interview;5;2;24;5;1;7;2;1;2;1;3;4;3;1;1;2;2;1;1;2;1;763;10;116;112;15;42;60;371;1;0;7;7;0;0;0,64;2;2
1971;TCM-Survey;interview;2;1;59;5;3;6;1;1;2;1;3;7;6;1;1;2;2;1;4;2;1;14;9;33;36;21;20;68;201;1;0;7;7;0;0;1,08;7;2
1973;TCM-Survey;interview;2;1;49;4;2;5;1;1;1;4;1;1;6;3;2;1;2;3;3;1;4;17;12;48;112;42;34;44;309;1;0;7;7;0;0;0,75;0;2
1975;TCM-Survey;interview;3;1;22;4;6;3;2;1;2;1;3;4;3;1;1;2;2;1;2;2;1;26;8;152;225;28;27;84;550;1;0;7;7;0;0;0,64;2;2
1978;TCM-Survey;interview;5;2;42;3;1;9;2;1;1;5;1;4;3;7;5;2;1;1;2;1;5;14;9;47;85;29;34;68;286;1;0;7;7;4;4;0,81;2;2
1981;TCM-Survey;interview;2;1;34;6;5;6;1;1;1;1;2;2;4;1;1;1;1;1;1;1;1;80;6;33;38;16;20;74;267;1;0;7;7;0;0;1,05;11;2
1983;TCM-Survey;interview;2;1;49;4;1;7;2;1;1;2;2;1;5;3;2;1;1;2;2;1;2;6;8;26;64;22;19;39;184;1;0;7;7;4;3;1,35;20;2
1986;TCM-Survey;interview;2;1;19;4;6;3;2;1;2;1;4;2;8;1;1;2;2;1;1;2;1;16;9;36;29;14;21;52;177;1;0;7;7;0;0;1,19;10;2
1987;TCM-Survey;interview;2;1;39;6;1;7;1;1;1;3;2;1;3;3;4;1;1;3;2;1;2;13;9;35;37;22;19;28;163;1;0;7;7;0;0;1,22;12;2
1988;TCM-Survey;interview;2;1;35;5;1;6;2;1;1;2;1;1;8;4;7;1;1;4;5;2;1;6;10;39;36;25;26;47;189;1;0;7;7;0;0;1,24;14;2
1989;TCM-Survey;interview;2;1;56;5;1;4;1;1;1;2;1;1;4;4;6;1;1;1;3;1;2;18;14;35;90;26;31;66;280;1;0;7;7;0;0;0,78;0;2
1991;TCM-Survey;interview;5;2;46;8;1;6;1;1;1;4;1;1;6;4;4;1;2;2;1;1;3;26;10;73;106;53;49;155;472;1;0;7;7;0;0;0,54;0;2
1992;TCM-Survey;interview;2;1;40;7;1;12;1;1;1;4;3;2;7;4;7;2;2;1;1;1;2;6;16;50;121;18;19;28;258;1;0;7;7;4;3;1,21;20;2
1993;TCM-Survey;interview;2;1;55;4;1;12;1;1;1;3;3;1;5;4;4;1;1;5;5;1;2;19;7;46;52;18;22;48;212;1;0;7;7;0;0;1,03;5;2
1996;TCM-Survey;interview;2;1;44;4;1;10;1;2;2;1;6;6;2;8;1;2;2;1;3;2;1;13;6;54;31;22;19;32;177;1;0;7;7;0;0;1,26;16;2
1997;TCM-Survey;interview;5;1;53;6;1;7;1;1;1;3;1;1;5;4;4;1;1;1;1;1;3;26;9;34;53;15;27;49;213;1;0;7;7;4;4;0,99;4;2
1998;TCM-Survey;interview;2;1;40;5;4;5;2;1;1;1;3;3;2;1;1;1;1;5;5;1;1;15;12;30;39;14;26;27;163;1;0;7;7;0;0;1,21;12;2
2000;TCM-Survey;interview;2;1;58;5;4;11;2;1;2;1;5;1;1;1;1;1;1;5;5;2;1;27;14;37;36;24;28;54;220;1;0;7;7;0;0;0,89;3;2
2001;TCM-Survey;interview;2;1;37;7;1;6;1;1;2;1;5;3;6;1;1;1;1;1;1;1;2;11;7;32;22;11;19;32;134;1;0;7;7;4;3;1,54;27;2
2003;TCM-Survey;interview;2;1;34;6;1;12;2;1;1;2;2;2;4;1;1;1;1;5;5;1;1;14;21;22;22;13;18;25;135;1;0;7;7;0;0;1,46;27;2
2004;TCM-Survey;interview;2;1;35;6;1;5;1;1;1;2;3;1;2;1;1;2;2;1;1;1;1;12;10;33;50;13;28;31;177;1;0;7;7;0;0;1,19;10;2
2005;TCM-Survey;interview;2;1;58;7;1;9;2;1;1;4;1;1;7;7;5;1;1;3;5;1;4;69;22;46;71;35;32;67;342;1;0;7;7;0;0;0,6;0;2
2006;TCM-Survey;interview;2;1;19;5;6;1;2;1;2;1;3;3;5;1;1;1;2;1;1;2;1;21;8;32;39;20;23;46;189;1;0;7;7;0;0;1,07;5;2
2007;TCM-Survey;interview;2;1;19;4;6;1;2;1;2;1;2;1;3;1;1;1;2;1;1;2;1;17;9;29;33;13;28;57;186;1;0;7;7;0;0;1,15;10;2
2008;TCM-Survey;interview;2;1;51;7;2;7;2;1;1;5;3;1;3;2;2;2;2;1;1;1;2;9;7;73;66;30;28;77;290;1;0;7;7;0;0;0,94;9;2
2009;TCM-Survey;interview;2;1;43;7;1;6;1;1;1;1;3;2;4;1;1;2;2;1;2;2;1;29;12;33;34;19;20;34;181;1;0;7;7;4;3;1,08;8;2
2011;TCM-Survey;interview;2;1;26;6;6;4;2;1;2;1;4;3;5;1;1;2;2;1;2;2;1;15;8;62;40;13;18;31;187;1;0;7;7;0;0;1,22;14;2
2012;TCM-Survey;interview;2;1;28;7;1;5;2;1;1;2;2;1;4;2;3;1;2;3;4;2;1;13;9;36;75;25;21;55;234;1;0;7;7;8;8;0,97;4;2
2014;TCM-Survey;interview;2;2;23;4;6;4;2;1;2;1;5;5;2;1;1;2;2;1;1;2;1;13;6;32;40;18;31;39;179;1;0;7;7;0;0;1,19;11;2
2015;TCM-Survey;interview;2;1;27;3;1;6;1;1;1;3;1;1;7;4;2;1;1;1;2;1;3;13;11;48;100;97;22;63;354;1;0;7;7;0;0;0,78;3;2
2018;TCM-Survey;interview;2;2;24;4;6;3;2;1;2;1;4;3;1;1;1;1;2;1;2;2;1;16;5;20;25;13;22;31;132;1;0;7;7;0;0;1,56;28;2
2019;TCM-Survey;interview;2;1;63;5;3;5;1;-9;1;2;2;1;3;3;7;1;1;4;5;1;1;10;16;49;80;41;45;72;313;1;0;7;7;8;8;0,75;4;2
2022;TCM-Survey;interview;2;1;33;3;1;2;2;1;2;1;2;2;1;1;1;1;1;5;5;2;1;8;10;32;44;21;20;58;193;1;0;7;7;0;0;1,18;11;2
2023;TCM-Survey;interview;2;1;19;4;5;4;2;1;2;1;1;1;2;1;1;1;1;5;5;2;1;18;7;23;50;15;20;62;195;1;0;7;7;0;0;1,17;11;2
2025;TCM-Survey;interview;2;1;66;8;1;7;2;1;1;1;1;7;5;1;1;1;1;1;1;1;1;19;13;52;36;20;36;89;265;1;0;7;7;0;0;0,84;3;2
2026;TCM-Survey;interview;2;1;38;6;1;5;1;1;1;3;1;1;5;4;4;1;1;5;5;1;2;512;6;30;48;20;19;44;183;1;0;7;7;0;0;1,04;9;2
2028;TCM-Survey;interview;2;1;46;7;1;3;1;1;1;4;1;2;3;3;6;1;1;3;4;1;1;7;8;29;37;22;21;36;160;1;0;7;7;0;0;1,35;18;2
2029;TCM-Survey;interview;2;1;27;7;1;4;2;1;2;1;4;3;3;1;1;1;2;1;1;2;1;5;16;22;35;11;22;20;131;1;0;7;7;0;0;1,7;39;2
2031;TCM-Survey;interview;2;1;27;6;1;6;2;1;1;2;1;1;2;2;2;1;1;3;4;2;1;6;6;17;36;19;17;33;134;1;0;7;7;0;0;1,68;34;2
2033;TCM-Survey;interview;5;2;25;4;6;12;2;1;2;1;4;2;4;1;1;1;2;1;1;2;1;48;9;54;70;17;37;67;302;1;0;7;7;0;0;0,76;2;2
2034;TCM-Survey;interview;2;1;21;4;1;4;1;1;1;2;2;1;3;3;7;2;2;1;1;1;2;7;7;30;53;16;22;30;165;1;0;7;7;0;0;1,39;20;2
2035;TCM-Survey;interview;2;1;23;5;1;6;1;1;1;2;3;4;4;3;3;4;2;3;2;1;2;21;8;37;285;24;22;43;204;1;0;7;7;0;0;0,89;3;2
2036;TCM-Survey;interview;2;1;50;3;1;7;1;1;1;4;2;1;7;4;3;1;1;3;3;1;5;19;9;42;43;29;25;70;237;1;0;7;7;0;0;0,9;2;2
2037;TCM-Survey;interview;2;1;50;5;2;4;1;1;1;2;1;1;3;3;2;1;2;1;2;1;1;21;7;33;50;20;22;83;236;1;0;7;7;0;0;0,99;5;2
2038;TCM-Survey;interview;1;1;41;6;1;6;2;1;1;3;2;2;7;3;7;3;2;1;1;1;1;8;12;71;103;35;38;42;309;1;0;7;7;0;0;0,88;8;2
2039;TCM-Survey;interview;2;1;42;5;5;12;1;1;3;6;1;1;1;2;7;2;2;1;4;1;3;25;16;84;66;44;31;98;364;1;0;7;7;4;4;0,6;0;2
2040;TCM-Survey;interview;1;1;54;4;1;9;1;1;1;2;1;1;4;3;4;1;2;1;4;1;1;15;7;30;68;19;18;39;196;1;0;7;7;0;0;1,15;9;2
2041;TCM-Survey;interview;2;1;38;6;1;4;2;1;1;1;4;3;3;1;1;2;2;1;2;1;1;13;7;37;32;10;23;19;141;1;0;7;7;0;0;1,52;26;2
2043;TCM-Survey;interview;2;1;51;3;1;5;1;1;2;1;2;1;3;1;1;1;1;5;5;2;1;18;14;32;38;19;36;64;221;1;0;7;7;0;0;0,93;3;2
2045;TCM-Survey;interview;2;1;63;8;1;-9;-9;1;1;4;2;2;3;3;2;1;2;1;1;1;2;14;9;52;45;16;23;32;191;1;0;7;7;12;12;1,12;8;2
2047;TCM-Survey;interview;3;1;19;4;6;1;2;1;1;2;2;1;4;4;2;1;1;1;2;1;1;14;5;14;33;12;13;18;109;1;0;7;7;0;0;1,91;45;2
2050;TCM-Survey;interview;1;1;39;2;1;12;2;1;2;1;4;3;8;9;7;2;2;1;1;2;1;5;6;17;14;12;14;307;114;1;0;7;7;0;0;1,91;57;2
2053;TCM-Survey;interview;2;1;45;3;1;11;2;1;1;2;2;2;5;2;2;1;1;5;5;1;2;6;8;27;33;14;22;56;166;1;0;7;7;0;0;1,45;24;2
2054;TCM-Survey;interview;2;1;36;4;6;4;1;1;1;2;1;1;2;4;4;1;2;4;5;1;2;5;16;21;47;19;19;27;154;1;0;7;7;0;0;1,49;29;2
2056;TCM-Survey;interview;5;1;42;7;1;8;2;1;2;1;5;5;6;1;1;2;2;1;1;2;1;15;9;21;25;15;22;24;131;1;0;7;7;0;0;1,46;23;2
2059;TCM-Survey;interview;2;1;31;5;1;5;2;1;1;2;1;2;4;3;3;1;2;1;3;1;2;16;13;99;106;27;30;105;396;1;0;7;7;0;0;0,66;0;2
2060;TCM-Survey;interview;2;1;53;6;1;8;2;1;2;1;1;1;5;1;1;1;1;1;3;1;2;8;21;26;44;15;20;62;196;1;0;7;7;0;0;1,19;15;2
2062;TCM-Survey;interview;2;1;27;6;1;7;1;1;4;7;5;4;5;1;1;2;2;1;1;1;1;18;10;54;45;26;26;69;248;1;0;7;7;0;0;0,86;1;2
2063;TCM-Survey;interview;2;1;39;6;1;12;1;1;1;5;4;2;5;6;5;1;2;5;5;1;5;30;7;87;110;56;29;90;409;1;0;7;7;0;0;0,65;3;2
2070;TCM-Survey;interview;2;1;40;3;1;5;1;1;1;2;2;1;6;2;7;1;1;3;3;1;2;3;7;36;74;30;36;61;247;1;0;7;7;0;0;1,17;34;2
2072;TCM-Survey;interview;2;1;39;8;1;7;1;1;1;2;2;1;4;1;1;2;2;1;2;1;1;6;10;28;32;14;21;52;163;1;0;7;7;0;0;1,43;22;2
2073;TCM-Survey;interview;2;1;18;2;6;1;2;1;1;3;3;1;1;1;1;1;1;1;2;2;1;24;10;34;34;19;25;61;207;1;0;7;7;0;0;1;4;2
2074;TCM-Survey;interview;2;1;36;7;1;6;2;1;2;1;5;3;4;1;1;2;2;1;1;2;1;11;9;33;54;17;18;43;185;1;0;7;7;0;0;1,17;9;2
2078;TCM-Survey;interview;2;1;52;2;1;12;1;2;2;6;3;1;7;1;1;1;1;1;1;2;1;32;19;91;48;23;41;78;332;1;0;7;7;0;0;0,64;0;2
2079;TCM-Survey;interview;2;1;56;5;1;-9;1;1;-9;2;2;2;3;2;2;1;1;1;2;1;2;35;11;29;47;21;36;58;237;1;0;7;7;8;8;0,87;2;2
2080;TCM-Survey;interview;2;1;36;5;1;6;2;1;2;1;1;1;6;1;1;1;2;1;2;2;1;7;5;30;32;20;28;62;184;1;0;7;7;0;0;1,38;22;2
2081;TCM-Survey;interview;2;1;28;7;1;6;2;1;2;1;6;6;4;1;1;2;2;1;1;1;2;11;7;24;38;13;16;27;136;1;0;7;7;0;0;1,5;25;2
2082;TCM-Survey;interview;2;1;65;6;3;8;1;1;1;3;1;1;7;5;3;2;2;1;1;1;3;26;12;44;67;21;32;47;249;1;0;7;7;0;0;0,82;0;2
2083;TCM-Survey;interview;2;1;54;7;1;12;1;1;2;6;6;6;5;8;8;2;2;1;4;2;1;29;22;57;53;34;36;64;295;1;0;7;7;0;0;0,65;0;2
2084;TCM-Survey;interview;2;1;45;8;1;5;1;1;1;2;3;2;7;1;1;1;1;1;1;1;2;64;13;53;49;13;25;29;246;1;0;7;7;4;4;0,97;8;2
2085;TCM-Survey;interview;2;1;46;7;1;8;1;1;1;2;3;1;7;4;2;1;1;1;2;2;1;20;16;44;64;28;30;67;269;1;0;7;7;0;0;0,75;0;2
2086;TCM-Survey;interview;2;1;28;6;1;4;1;1;2;1;1;1;5;1;1;1;2;1;2;2;1;43;16;35;63;19;29;61;266;1;0;7;7;0;0;0,78;1;2
2087;TCM-Survey;interview;2;1;37;5;1;12;1;1;1;2;1;1;6;4;4;1;1;5;5;2;1;20;10;34;68;23;42;36;233;1;0;7;7;0;0;0,9;2;2
2090;TCM-Survey;interview;2;2;49;3;2;12;1;1;1;3;3;2;5;4;5;1;2;4;4;1;3;4;17;70;79;34;34;81;319;1;0;7;7;0;0;0,94;21;2
2091;TCM-Survey;interview;2;1;62;7;3;-9;2;1;1;3;1;1;6;5;2;1;1;3;3;1;1;23;5;45;86;25;24;33;241;1;0;7;7;8;7;1,04;10;2
2092;TCM-Survey;interview;2;1;62;7;3;12;2;1;1;2;1;1;7;5;7;1;1;3;4;1;1;22;4;173;79;16;18;22;334;1;0;7;7;4;3;1,26;23;2
2093;TCM-Survey;interview;2;2;51;7;1;11;2;1;1;2;2;1;3;3;3;1;1;4;3;1;1;25;15;52;75;47;43;120;377;1;0;7;7;0;0;0,58;0;2
2095;TCM-Survey;interview;5;3;33;7;1;7;2;1;2;1;5;4;6;1;1;2;2;1;2;2;1;12;8;27;42;20;48;98;255;1;0;7;7;0;0;1,01;8;2
2096;TCM-Survey;interview;2;1;56;7;1;12;2;1;1;5;2;1;8;7;6;1;1;3;4;1;2;12;10;37;58;22;47;34;220;1;0;7;7;4;3;0,99;5;2
2098;TCM-Survey;interview;2;1;53;4;1;6;2;1;2;1;2;1;6;1;1;1;2;2;2;1;2;12;10;36;74;48;25;95;300;1;0;7;7;0;0;0,84;2;2
2099;TCM-Survey;interview;5;2;52;3;1;6;2;-9;2;1;1;1;2;1;1;1;2;3;3;2;1;23;12;37;80;48;63;45;308;1;0;7;7;4;4;0,71;0;2
2102;TCM-Survey;interview;2;2;57;6;5;4;1;1;1;2;3;2;8;9;7;1;4;3;3;1;2;23;16;59;58;32;56;92;336;1;0;7;7;0;0;0,62;0;2
2104;TCM-Survey;interview;2;2;66;3;3;12;1;1;2;1;5;4;5;1;1;2;2;1;2;2;1;24;16;76;48;28;38;121;351;1;0;7;7;0;0;0,65;0;2
